in-store,age,items,amount,region
1,20,4,555.9,4
0,59,3,392.55,2
1,25,3,1065.3,1
1,53,4,266.2,4
1,45,7,718.05,1
1,20,7,1564.3,4
0,59,2,267.74,4
0,26,8,2952.7,3
0,40,4,1294,4
1,54,1,136.01,4
0,34,2,215.58,2
0,21,5,2650.6,4
1,28,1,362.63,3
1,38,1,1631.7,1
0,32,1,539.08,3
0,58,5,250.95,2
0,67,4,264.28,2
0,59,3,1232.4,3
1,36,5,77.476,1
1,47,6,944.41,1
1,34,2,315.26,1
0,80,5,488.43,2
0,54,4,435.63,2
1,58,4,515.77,3
1,33,7,670.33,3
1,49,3,354.13,1
1,31,7,725.48,4
1,41,3,1141,4
1,41,7,1686.9,4
1,23,6,1057.1,4
1,36,4,1594.4,1
0,55,6,2669.3,4
0,40,2,322.34,2
1,38,3,1184.4,4
1,58,8,717.56,3
1,53,7,261.01,4
0,47,4,191.26,2
0,37,3,450.06,2
0,65,3,452.16,2
0,23,4,1381.5,4
0,31,3,239.28,2
0,44,6,1528,4
0,53,2,371.94,4
1,20,7,424.96,4
0,53,2,491.5,2
1,37,2,705.47,3
0,62,5,683.31,4
0,60,5,70.013,2
1,37,4,767.77,4
1,59,8,104.38,3
1,31,2,956.07,3
0,40,6,1592.7,4
1,52,1,1599.9,4
1,68,7,444.39,3
0,77,3,70.625,2
0,30,5,419.87,4
1,52,2,777.54,3
1,23,1,1720.2,1
0,30,3,1529.4,4
0,32,8,200.65,2
1,45,2,1324.3,1
0,68,7,154.66,2
1,35,8,739.78,4
1,25,3,1477.1,4
1,35,4,1496.9,4
0,52,6,146.46,3
0,73,3,430.89,2
0,54,2,293.25,2
0,49,7,2754.4,3
0,54,3,455.03,2
1,67,5,513.33,3
0,25,3,1504.8,4
1,22,6,331.74,1
0,29,2,360.95,2
1,35,2,198.69,4
0,48,1,505.49,3
0,55,5,389.79,2
0,53,6,1384.3,4
0,27,3,2356.1,4
1,25,4,730.05,1
0,67,3,270.64,2
1,21,6,1413.5,1
1,41,3,835.23,4
0,40,3,372.57,2
0,81,3,413.87,2
0,36,2,259.76,2
1,55,1,279.78,3
0,56,7,2219.2,4
1,44,7,216.39,1
0,50,8,2607.9,4
1,31,5,248.74,4
0,34,6,2256,3
1,50,6,912.17,3
0,42,4,781.14,4
1,40,3,717.71,1
0,68,6,495.87,2
1,70,1,667.68,3
0,24,4,936.8,4
0,45,6,853.67,3
1,29,5,586.16,3
1,41,7,217.67,3
1,25,2,1735.1,4
1,54,2,766.58,4
0,83,2,121.87,2
1,22,1,1971.6,4
1,25,7,1202.3,4
1,36,3,437.08,4
0,65,6,115.49,2
1,39,3,1558.1,4
1,35,1,1498.7,4
0,51,4,18.133,2
0,34,6,871.71,4
1,55,4,1941.2,4
1,38,8,1923.3,4
0,61,4,33.776,2
0,21,5,2632.2,3
0,41,5,1202.8,4
0,37,5,295.51,2
0,40,5,2682.1,3
1,43,4,434.57,3
0,39,3,2277,4
0,48,3,384.9,2
1,53,6,404.48,3
0,45,4,2843,4
0,38,7,1601.3,4
0,21,6,2041.5,4
0,48,7,2916.1,4
0,82,2,355.15,2
0,49,3,2136.6,3
1,27,7,524.5,1
1,46,5,1072.6,4
1,57,7,790.63,3
0,61,3,12.864,2
0,51,3,228.58,2
0,23,2,1669.7,4
0,36,2,1268.6,3
1,31,1,1993.8,4
1,43,5,832.6,3
0,44,5,105.53,4
0,40,5,220.37,2
0,31,3,1998.9,4
0,52,4,484.63,3
0,73,1,174.9,2
1,62,5,312.7,3
1,46,3,82.85,3
0,25,3,979.13,3
1,48,7,433.44,3
1,33,4,401.93,4
0,36,4,185.8,2
0,42,8,551.43,4
1,72,5,355.83,3
0,37,7,136.76,2
1,27,2,1176.1,1
0,32,3,2775.6,4
1,44,6,113.87,1
1,54,2,993.87,3
1,54,7,156.78,3
1,66,5,390.32,3
1,72,4,148.56,1
0,65,7,427.98,2
0,27,5,2349.9,4
1,33,1,381.62,4
0,42,5,1976.3,4
0,47,3,2278,4
1,29,4,170.28,3
1,37,5,1610.5,4
0,25,7,773.37,4
1,33,2,884.09,1
1,63,5,459.94,1
0,78,3,411.97,2
1,26,5,668.41,1
1,24,2,929.25,1
0,72,8,39.349,2
1,23,4,63.561,4
1,32,4,1650.9,1
0,54,7,214.36,4
0,78,6,440.68,2
1,63,5,808.12,1
1,52,3,216.2,1
0,50,1,410.71,2
1,42,4,1768.8,4
0,37,3,393.74,4
0,66,2,285.91,2
0,35,8,265.41,2
0,38,7,330.07,2
0,75,4,287.5,2
0,34,2,208.97,4
1,42,6,254.97,4
1,58,4,110.26,3
1,69,1,820.89,1
1,38,8,379.08,1
0,63,6,2681.8,3
0,22,6,2300.5,4
0,66,2,305.67,2
0,40,5,2396.9,4
1,35,7,824.74,3
0,39,4,9.7675,2
1,29,3,1146.6,4
1,30,5,1011.8,4
1,55,3,1226.4,4
0,30,2,1689,4
0,31,5,78.806,2
1,66,1,73.793,1
1,48,4,1283.9,4
0,39,4,1036.1,4
0,42,4,425.15,2
1,63,7,526.47,1
0,44,7,404.35,2
0,24,1,1387,4
1,34,7,1444.8,4
0,51,5,2405.2,4
0,30,2,2208.3,4
1,51,1,1860.1,4
1,46,7,527.92,4
1,25,7,87.881,4
1,72,6,667.93,1
1,53,6,295.97,1
1,39,3,116.56,4
0,66,4,28.485,2
1,33,5,1253,4
1,32,4,954.5,3
1,31,4,1339.3,4
0,36,8,437.06,2
1,19,5,835.82,1
1,32,5,775.62,1
1,53,7,57.688,4
0,49,8,2344.1,3
0,80,6,241.42,2
0,53,2,2448.6,3
0,62,8,2619.8,3
1,43,6,1714.5,4
1,34,6,565.82,1
0,46,2,1565.5,3
1,40,7,993.68,4
0,30,2,1875.1,3
1,63,7,80.51,1
1,42,4,1959,4
1,35,6,139.98,1
1,51,3,783.09,3
0,41,3,496.53,2
0,28,5,236.28,2
1,44,6,1211.2,1
1,43,6,1998,1
1,32,4,404.01,3
0,47,1,17.727,2
0,59,2,2096.1,3
1,24,6,204.73,1
0,36,2,63.614,2
0,76,2,281.35,2
1,37,4,572.67,1
0,63,2,2772.2,4
1,69,7,967.23,3
0,60,6,2523.1,4
1,43,4,93.925,1
1,52,5,670.54,3
0,53,6,2812.1,4
0,61,2,938.36,3
0,42,4,363.83,3
1,55,8,317.38,1
0,47,2,2644.9,3
1,27,6,545.99,3
0,61,7,390.26,2
0,29,7,632.02,4
0,61,2,445.93,3
1,27,5,398.33,4
0,24,6,2382.9,4
1,24,2,1835.6,4
1,51,7,134.48,3
0,18,6,1543.3,4
0,40,6,1152.2,4
1,62,5,489.47,3
0,73,3,181.31,2
1,19,6,733.39,1
0,33,5,395.62,2
1,40,7,208.29,4
0,52,4,718.31,4
1,23,4,1580.1,1
1,35,6,1826.4,4
1,43,5,661.42,3
0,19,5,763.9,3
1,41,4,659.08,1
1,49,3,798.32,3
1,37,3,708.76,3
0,62,4,1676.5,4
1,29,2,313.84,3
0,54,2,1960.9,4
0,26,7,2552.4,4
0,36,1,1312.6,3
1,41,7,1369,1
0,43,1,1564.7,4
0,28,6,14.157,2
0,33,6,2425.5,3
0,60,2,481.64,2
1,32,2,165.76,3
0,34,3,2248.2,3
1,52,3,1318.3,1
0,59,5,2716.2,4
0,40,8,387.75,2
1,53,7,826.67,3
0,37,3,2897.6,4
1,27,8,287.59,4
0,31,2,933.92,4
1,52,8,907.2,4
1,34,7,841.64,1
1,71,6,867.46,1
1,35,7,781.03,4
1,38,3,86.442,4
1,49,4,1275.4,4
1,62,7,878.55,1
1,41,6,451.59,4
1,29,7,634.53,4
1,56,5,682.01,1
1,23,6,1941.4,4
0,26,1,1355,4
1,45,7,107.55,4
0,29,8,1422,3
0,23,5,542.84,4
1,27,3,670.42,1
1,72,3,747.33,1
0,66,7,176.57,2
1,33,3,84.229,1
0,60,3,219.63,4
1,22,4,1980.6,4
0,54,2,285.2,2
0,50,5,2694.5,3
0,44,6,221.39,4
1,73,2,273.51,3
0,48,2,2448.9,4
0,20,3,703.12,4
0,53,6,1802.6,3
0,55,5,2818.5,4
1,38,5,871.34,1
1,28,4,1535.9,4
0,69,3,289.91,2
1,34,7,197.24,4
0,77,7,333.83,2
1,25,7,705.82,1
0,61,2,211.97,2
1,41,7,57.33,1
0,25,6,2853.5,4
1,55,2,951.57,1
0,41,4,2966.2,4
0,61,2,794,4
0,80,7,44.616,2
1,29,7,384.41,4
1,62,7,908.84,1
1,34,2,321.37,1
0,48,4,2530.6,4
1,37,5,568.8,3
0,39,2,1674.8,3
0,25,8,788.96,3
1,51,7,108.72,1
1,34,5,120.01,1
0,45,5,2910.1,4
0,20,2,2732.6,4
1,62,3,464.42,3
0,30,4,1384.4,4
0,45,7,95.291,2
1,39,3,1601.2,4
0,47,3,2321.3,3
1,33,6,1868.8,4
1,43,2,92.02,1
0,79,2,128.59,2
1,43,5,171.55,3
1,26,4,85.069,3
1,48,1,777.49,4
1,41,8,1114.5,4
0,66,8,375.65,2
1,39,5,957.29,1
0,44,4,1843.6,4
0,38,5,1613.3,4
0,32,6,626.83,4
1,55,2,936.55,1
0,33,1,1392.1,4
1,58,3,554.63,1
0,33,4,517.25,4
1,23,3,1201.5,4
0,43,5,800.74,4
1,50,7,152.43,3
1,68,3,768.78,1
1,41,3,484.52,1
0,60,6,489.14,2
0,84,7,138.84,2
1,21,1,1239.6,4
0,41,7,43.358,2
1,20,7,832.05,4
1,34,6,442.75,1
0,26,4,309.82,4
1,66,3,688.82,3
0,51,7,143.59,2
0,59,6,216.31,2
0,56,5,54.847,2
1,38,5,915.59,1
0,32,5,1766.1,4
0,27,2,2374.1,3
1,21,8,917.58,4
0,46,3,291.67,3
0,62,7,245.33,3
1,28,8,556.42,1
1,39,6,855.94,1
0,49,5,384.98,2
0,33,7,10.766,2
0,54,6,1949.3,4
0,49,2,437,2
0,30,3,1264.1,3
0,39,5,1268,4
0,70,5,393.05,2
1,30,6,1867.8,1
1,39,6,817.66,3
0,55,4,83.18,2
1,28,6,514.28,3
0,62,6,1109.9,3
1,27,5,225.02,4
0,45,6,20.519,2
0,22,5,185.32,4
0,31,1,705.52,4
1,66,3,525.75,3
0,70,5,354.62,2
0,25,7,2304.1,3
1,48,4,647.82,3
1,45,4,955.76,3
0,55,4,397.2,2
0,20,1,827.37,3
1,28,5,512.8,1
1,37,7,636.04,4
1,28,8,272.31,3
0,39,5,366.19,4
0,33,7,177.97,3
1,44,6,335.36,1
0,47,6,177.67,2
1,37,1,1632.1,1
0,59,3,1420.3,4
0,74,7,495.06,2
1,21,4,1205.8,4
1,56,7,184.86,1
1,38,5,394.63,3
0,52,3,273.19,2
1,35,7,475.39,3
1,27,1,1876.1,4
1,56,4,281.48,3
1,22,3,1837.6,4
0,80,3,471.59,2
0,53,2,2724.4,4
1,35,4,76.165,1
1,33,7,333.38,4
1,27,8,1147.5,4
1,63,5,255.18,1
1,32,3,1678.2,1
0,52,7,503.61,4
1,64,8,570.81,1
0,35,3,209.11,2
1,41,6,308.18,3
1,64,1,153.02,3
1,29,6,540.63,3
1,60,7,534.49,3
1,64,7,811.21,3
0,49,5,532.79,4
1,40,2,679.67,4
1,25,5,648.89,3
0,60,6,201.88,4
1,58,5,482.58,1
0,43,5,2330.3,4
1,24,4,350.3,4
0,61,6,229.19,2
1,22,7,326.58,4
1,30,8,456.9,4
1,39,7,962.46,4
1,49,2,434.31,1
1,40,1,333.62,4
1,68,7,367.22,3
0,44,1,218.42,2
1,51,4,527.52,1
0,41,6,2448.4,4
1,69,3,471.78,3
1,33,3,694.24,3
1,28,6,244.68,1
0,29,2,2721.6,4
0,73,4,380.08,2
1,62,2,118.3,1
1,44,5,497.98,1
0,43,1,1356.6,4
1,70,3,838.84,1
1,27,4,255.91,1
0,57,2,1098.2,4
1,43,3,495.97,3
0,36,7,2836.8,4
1,38,2,760.02,3
1,54,4,682.03,3
1,58,7,595.74,3
1,43,5,593.61,1
0,20,2,643.69,4
0,24,6,1982.7,3
0,72,2,25.557,2
0,36,4,9.158,2
0,23,4,1105.8,4
0,65,2,324.2,2
1,38,2,751.04,3
1,21,4,851.89,1
1,24,3,1213.2,4
1,31,2,334.23,4
1,39,3,1212.9,4
0,28,3,925.14,3
0,26,6,1782.9,4
0,61,6,27.142,2
0,22,2,1685.5,3
1,46,3,1206.4,1
1,32,6,1583.9,4
1,40,6,961.18,3
0,62,8,283.96,2
0,37,6,1194.4,3
0,59,3,2810.5,4
0,46,6,407.2,2
1,61,7,827.49,3
0,43,3,232.64,2
0,26,8,1245.8,3
1,51,5,287.41,4
0,47,4,88.439,2
0,37,8,2716,3
0,32,5,2591.2,4
0,55,5,248.32,4
0,35,3,484.44,2
1,67,7,730.65,3
0,40,3,2954.9,4
1,35,6,914.02,3
0,66,8,354.18,2
0,63,4,39.315,2
0,33,4,2576.5,3
0,39,1,2988.8,4
0,30,3,195.61,2
1,32,5,474.38,4
0,53,3,209.65,2
0,51,5,411.27,4
0,44,6,1864.9,3
0,55,2,1708.8,4
0,64,5,367.96,2
1,27,3,925.43,1
0,64,7,247.43,2
1,52,6,930.2,1
1,40,2,900.93,1
1,44,7,218.29,3
0,72,6,370.05,2
1,52,2,411.55,4
0,37,7,136.92,2
1,70,7,885.31,1
1,42,2,672.59,4
0,42,4,2813.1,4
1,41,1,1028,1
0,60,3,650.15,4
1,63,6,197.12,1
0,22,6,807.68,3
0,31,2,2216.9,3
0,20,5,2239.1,4
0,55,1,348.08,2
1,40,2,401.64,3
1,71,2,782.24,3
1,42,1,1196.5,1
0,74,5,379.21,2
1,52,4,617.1,4
0,46,5,36.629,2
1,40,4,52.419,3
0,41,7,458.93,3
0,59,2,165.77,2
0,66,5,324.15,2
0,52,1,1832.6,3
1,32,4,1171.9,4
0,30,7,198.18,2
1,43,1,1767.9,4
1,66,7,977.09,1
1,31,7,1210.8,1
0,47,6,428.74,2
1,44,6,58.03,3
1,40,4,783.17,1
0,72,3,286.17,2
1,42,2,634.5,3
0,75,2,381.3,2
1,71,2,246.77,3
0,50,7,26.556,2
1,35,2,1065.6,4
1,39,1,1420.5,4
0,41,3,344.5,2
1,55,7,1645,1
1,49,7,61.386,1
0,40,8,2018.1,4
1,57,4,316.28,1
0,31,6,302.71,2
1,33,6,1473.2,4
0,38,3,397.29,3
0,30,4,481.36,2
1,25,8,610.73,3
1,29,4,328.11,4
1,41,7,783.45,1
0,71,8,389.06,2
1,39,6,266.81,4
0,48,5,492.77,2
1,26,2,303.52,4
1,48,5,1595.1,4
0,33,2,1400.9,3
1,36,3,302.75,3
1,54,8,880.72,3
1,42,7,1917.3,4
0,63,7,487.65,2
0,41,3,461.84,2
0,55,4,1014.4,3
1,57,6,835.73,3
0,54,4,297.43,2
0,32,5,14.499,2
1,43,7,1389.7,4
1,53,3,1423.7,4
1,54,6,1813.1,1
0,43,3,278.58,2
0,56,4,435.39,3
1,49,7,897.84,1
0,36,6,592.41,4
0,44,3,338.92,2
0,54,4,2162.1,3
0,55,5,2562.2,3
1,46,2,593.67,3
1,59,5,827.59,1
0,37,4,12.856,2
1,44,4,156.69,1
0,25,1,988.44,4
0,40,3,280.21,2
1,29,3,794.04,3
1,69,3,938.81,1
1,54,4,1945.7,1
1,19,4,1103.4,4
0,44,7,157.5,2
0,53,6,789.53,4
1,46,1,529.43,4
0,49,5,200.75,2
0,41,7,2855,4
1,38,4,947.32,4
1,66,3,296.31,1
0,52,8,348.66,4
0,49,4,251.79,2
1,60,7,667.1,3
0,55,3,1512.8,4
0,50,5,332.36,2
0,55,6,2335.6,4
1,48,7,693.13,1
0,58,5,94.906,2
1,51,4,519.12,1
1,47,2,1589.3,4
1,25,6,1428.5,4
1,27,1,977.84,4
1,66,1,112.27,3
1,25,7,467.11,3
0,53,6,172.96,2
1,44,8,885.68,3
0,20,4,1271.7,4
1,24,6,1569.5,1
0,60,6,2103,3
1,28,1,942.28,4
0,58,2,1169.6,4
0,54,2,113.65,2
0,84,6,319.8,2
0,28,8,378.7,2
1,61,3,638.8,3
1,43,7,270.5,3
1,43,8,401.2,4
1,27,3,635.62,1
0,55,4,168.75,2
0,36,5,359.53,4
0,25,7,1757.4,4
1,54,4,910.72,1
0,79,3,220.68,2
0,56,4,2738,4
0,59,6,351.55,2
0,56,3,48.728,2
0,57,7,154.56,2
1,35,1,1139.3,4
0,50,6,1642,4
1,36,5,1014.5,4
0,39,4,2755.6,4
0,20,6,1088.8,4
1,53,3,1649.2,4
1,27,5,908.6,3
0,24,5,1217.8,4
1,27,4,412.81,1
0,47,2,182.86,2
0,52,1,32.465,2
1,32,2,174.33,1
0,44,3,463.26,4
1,42,3,1684.5,1
1,50,4,570.94,3
1,37,4,1783.5,4
1,20,7,1589.7,4
0,47,2,2339.3,4
1,29,5,784.6,3
1,40,7,881.56,4
1,53,4,833.22,1
0,77,2,335.29,2
1,56,8,173,1
0,48,6,237.83,2
1,31,6,721.4,4
1,56,5,359.34,1
1,43,8,1318.9,4
0,59,4,447.29,4
0,73,8,470.04,2
1,51,4,234.39,4
1,47,3,530.59,3
0,55,2,61.848,2
1,51,3,995.49,4
1,58,6,456.01,1
0,40,7,394.72,2
0,50,2,2644.7,4
1,44,8,730.85,1
1,54,5,134.36,3
1,35,4,272.59,1
1,42,3,348.06,3
1,45,2,1183.6,4
0,50,3,132.58,2
1,64,7,291.35,1
0,56,2,2572.4,3
0,53,6,116.7,2
0,31,1,439.64,2
0,26,7,2298,4
0,55,6,548.49,3
1,74,1,534.54,1
0,37,2,2546.8,3
1,53,2,1804.3,4
0,57,7,2000.4,4
0,29,7,2328.5,4
0,44,4,1364.9,4
1,59,6,244.12,1
1,64,8,365.03,1
0,58,6,1919.5,3
0,25,7,1513,4
1,36,2,533.72,4
0,43,7,411.75,2
1,54,3,810.13,3
1,26,1,152.76,3
0,49,8,362.77,2
0,63,7,290.8,2
0,46,5,2576.6,4
1,67,3,834.24,3
1,31,4,755.84,3
0,36,6,220.4,2
0,64,2,90.258,2
1,40,7,791.28,1
0,62,8,1212.8,3
0,33,7,817.06,3
0,51,6,2082.1,4
1,67,7,601.28,3
1,58,2,856.15,3
1,56,1,316.21,3
1,33,6,659.8,4
0,78,5,317.07,2
1,45,4,563.7,3
0,43,1,873.06,3
1,42,5,108.28,4
1,25,5,69.107,1
0,55,6,80.27,2
0,59,3,382.15,2
1,60,3,530.77,1
0,48,2,1951,4
0,20,5,1548,4
1,21,4,1255.1,1
0,22,7,1533.3,3
0,60,3,108.09,2
0,19,4,911.41,4
0,43,8,1719,4
1,41,6,59.865,1
1,39,3,1972.1,1
0,18,5,322.36,4
0,46,4,992.79,3
0,20,5,2689.8,4
1,24,5,355.88,4
1,31,4,333.21,3
0,20,8,2999.2,3
0,35,7,263.31,2
1,23,5,640.6,4
1,53,3,185.71,4
1,44,5,558.63,4
0,43,5,1505.4,4
0,25,8,561.42,4
1,22,6,1968.1,4
1,51,6,1785.2,4
0,37,8,163.6,2
0,38,7,1212.5,3
1,25,6,1330,4
0,62,2,2157.7,4
0,59,4,336.62,2
0,34,3,1860.7,4
0,38,2,811.34,4
1,56,2,710.53,1
0,57,1,2396.7,3
0,46,2,2849.1,4
1,32,3,422.46,3
1,54,7,192.3,3
1,64,3,544.23,1
0,70,7,399.65,2
0,30,4,2541.5,3
1,41,5,671.92,1
1,69,7,342.84,1
1,46,6,127.14,1
1,24,3,410.05,4
1,30,1,1680.5,4
0,73,2,29.457,2
1,60,3,122.71,3
1,52,7,1315.4,4
0,63,4,124.76,2
1,27,6,763.83,3
0,31,1,31.628,2
0,44,5,13.667,2
1,62,4,896.12,3
0,43,6,212.29,2
1,49,1,1308.6,4
0,78,4,280.24,2
1,28,4,849.41,4
1,41,1,1618.1,4
0,21,6,1366.5,3
0,44,4,2190,4
0,83,4,171.73,2
1,65,6,338.88,1
1,25,4,483.48,3
0,35,8,1210,4
1,43,1,758.7,4
1,47,5,687.66,1
1,51,3,694.73,3
1,20,3,738.94,4
1,25,7,1001,1
1,69,5,206.03,3
0,62,7,34.33,2
1,22,8,1199.6,4
1,31,2,978.57,4
1,30,2,260.87,1
0,36,3,11.57,2
0,56,7,152.14,2
0,53,5,378.95,2
0,74,2,330.63,2
1,72,4,237.82,3
0,52,3,2028.7,4
1,54,4,695.47,1
0,42,4,214.84,4
1,45,7,1771.1,4
1,43,4,562.4,4
0,62,6,392.58,2
0,72,5,478.99,2
0,54,3,2165,3
1,25,7,1749.4,4
0,31,4,398.79,4
1,26,2,96.331,1
0,77,6,364.27,2
0,58,2,1433.6,3
0,64,2,212.39,2
1,24,3,83.329,1
0,25,2,2674.3,4
1,34,6,1626.8,4
0,70,3,255.21,2
1,51,2,942.75,1
0,57,5,2632.5,3
1,60,1,442.32,3
1,53,8,1564.3,1
1,64,6,749.15,1
1,65,7,163.39,3
0,56,3,1873,3
0,29,2,1994.1,4
0,55,4,374.92,2
1,19,5,366.05,1
1,32,7,337.44,4
0,84,2,8.008,2
1,48,5,639.47,1
1,52,4,423.32,3
1,49,3,1559.3,4
0,62,5,117.02,2
1,43,6,296.68,1
1,74,6,274.27,3
1,55,7,1453.9,4
1,30,1,68.504,4
0,61,7,338.02,2
0,48,4,261.52,4
0,33,7,206.6,3
1,40,2,508.66,3
1,48,2,1795.1,4
0,25,8,267.95,4
1,46,4,180.73,3
0,31,6,2573.6,3
1,23,8,1753.2,4
1,42,6,193.89,1
1,38,8,1943.3,4
0,29,5,406.66,2
0,76,6,263.36,2
1,62,2,433.18,3
0,35,7,190.53,2
1,52,5,475.57,3
0,37,2,2766.8,4
0,44,6,95.634,2
1,26,5,1701.4,1
0,63,5,456.78,2
0,67,6,436.77,2
1,37,7,92.985,4
0,49,2,2727.3,4
1,22,1,846,4
0,31,7,2356.8,3
0,50,7,327.91,2
0,31,4,528.73,3
1,35,3,622.23,1
1,45,1,160.32,1
0,62,7,810.01,3
1,50,3,326.76,3
0,35,1,1673.8,4
1,46,7,1366.8,1
1,46,5,136.65,1
0,46,4,294.95,4
0,58,3,1025.7,4
1,50,4,1597.5,4
0,70,5,455.91,2
1,42,2,197.33,1
1,69,5,869.52,3
1,71,1,914.1,3
1,29,4,1967.3,1
1,47,7,1440.7,1
0,84,3,166.97,2
0,29,5,465.83,2
1,37,5,411.66,3
0,23,3,2767,3
0,82,3,499.08,2
0,33,2,1256.9,4
1,52,5,858.46,1
1,37,1,1361.3,1
1,30,5,597.04,1
1,40,2,613.5,4
1,39,3,1138,1
0,80,6,137.13,2
1,48,3,1391.9,4
1,54,6,715.61,3
0,30,3,194.97,4
1,38,4,257.58,4
1,65,7,882.45,1
0,21,3,1256.3,4
1,49,2,508.09,1
1,74,5,667.03,1
0,31,5,1349.3,4
0,40,2,81.886,2
0,37,6,145.71,2
0,45,7,1030,4
0,36,3,239.69,2
1,25,5,1134.6,4
1,36,3,195.31,4
0,35,7,179.45,4
1,58,7,306.75,1
0,83,2,223.91,2
1,36,3,1787.9,4
0,50,4,466.11,4
1,65,6,232.93,3
1,51,2,770.79,3
0,65,3,227.82,2
1,33,4,518.17,1
0,66,4,312.66,2
1,71,3,332.61,1
1,49,8,634.23,1
0,75,3,398.25,2
1,50,6,1161.1,4
1,67,3,782.14,1
0,65,3,47.219,2
1,34,4,608.78,3
1,51,1,357.83,3
1,38,8,482.21,1
0,78,8,386.9,2
0,66,7,262.8,2
0,28,5,1847.7,4
1,32,4,981.92,1
1,31,2,640.12,4
0,65,6,377.66,2
0,63,6,221.76,2
0,46,3,467.13,2
0,62,4,65.456,2
0,50,6,772.53,4
1,45,7,110.99,3
0,58,8,2216.5,4
0,76,4,323.64,2
1,58,3,722.77,1
1,53,7,722.71,1
1,43,2,629.89,4
1,63,5,653.68,1
1,30,7,650.31,1
0,72,4,360.77,2
0,68,4,203.79,2
1,47,5,1107.3,1
1,28,1,1399.4,1
0,42,5,259,2
1,72,3,436.6,1
1,32,5,1149,1
1,29,1,1290.4,1
0,42,8,339.47,2
1,72,2,287.24,3
1,55,5,1137.3,4
0,39,2,284,2
1,37,7,641.12,3
1,52,3,1051.9,1
0,48,4,412.64,2
1,44,1,1811.8,4
0,64,3,493.54,2
1,24,5,1673,4
1,61,1,113.27,3
0,56,4,534.09,4
0,51,4,1914.1,3
0,35,1,453.89,2
0,76,4,168.31,2
0,66,1,494.54,2
0,61,1,46.593,2
1,47,6,1125.4,1
0,59,5,337.66,4
0,52,2,455.44,3
1,30,3,645.72,1
0,52,4,365.21,2
0,60,2,140.29,2
1,24,7,1769.8,4
0,24,4,1335.6,4
0,51,2,1044.8,3
0,72,6,23.173,2
1,26,6,613.15,1
0,19,8,1276.9,4
1,38,8,364.78,3
0,36,4,469.76,2
0,48,6,660.57,4
0,18,4,824.73,3
1,30,3,722.57,1
1,41,4,1604.4,4
1,47,4,1567.8,4
0,61,6,654.67,3
0,43,5,278.78,2
1,59,6,905.73,3
0,19,7,684.98,4
0,41,5,202.37,2
1,59,7,979.85,3
1,40,1,781.07,3
1,54,4,276.69,1
1,19,5,988.93,4
1,42,4,336.29,3
0,42,3,317.62,3
0,33,1,139.12,2
0,49,2,2607.8,3
1,43,6,123.44,3
1,27,4,805.47,1
1,28,3,970.87,1
0,36,4,57.225,2
1,54,3,1844.7,4
0,52,6,2918.2,4
1,53,5,1523.6,1
1,20,3,1222,4
0,53,1,181.84,2
1,64,8,383.52,1
1,46,2,533.87,3
1,29,4,884.84,3
0,85,3,195.34,2
0,38,5,633.49,3
0,57,6,181.51,2
0,18,5,1003.5,4
1,40,8,496.43,3
0,82,3,157.9,2
0,43,5,2698.1,4
0,74,6,173.44,2
0,52,4,358.52,3
1,24,6,133.81,3
1,53,2,954.05,1
1,48,4,1762.5,4
0,30,3,417.76,3
0,38,6,379.92,2
0,69,5,427.79,2
1,35,2,364.93,3
0,48,2,1716.5,4
1,49,3,1688.3,4
1,39,3,724.45,4
1,40,4,621.19,1
1,60,7,365.73,3
0,61,2,651.44,4
0,39,6,10.197,2
0,31,5,38.76,2
1,35,4,1323.5,4
0,43,7,454.19,2
0,30,1,1874.7,3
0,56,3,159.34,2
0,62,3,2426.2,4
0,69,7,83.847,2
1,38,6,923.61,1
1,28,7,566.06,1
1,31,6,1923.2,4
0,65,5,36.621,2
1,43,1,257.18,4
0,38,5,2798.9,4
1,21,8,1605.5,4
1,33,1,1050.8,4
0,35,1,1527.6,4
1,53,3,276.56,4
1,45,3,343.82,3
1,35,3,754.93,4
1,46,3,1024.4,4
1,29,4,1287.3,1
0,54,6,693.52,3
0,76,1,12.516,2
1,64,6,511.15,3
1,70,6,132.22,1
1,35,1,306.82,3
1,60,8,222.51,3
1,62,3,888.89,3
0,59,2,155.09,2
0,51,6,2530.4,4
1,42,4,770.19,4
1,28,6,815.65,3
1,47,2,766.18,3
0,33,6,2239.6,4
1,52,3,1863.7,4
1,66,2,802.7,3
1,61,2,239.6,3
1,41,5,470.26,4
1,32,8,770.15,1
0,52,5,2723.4,4
0,67,3,272.54,2
0,33,5,2844.7,4
0,31,4,331.32,2
0,23,7,109.69,3
0,42,6,1524.1,4
1,37,6,280.74,1
0,52,5,448.18,2
1,36,8,51.236,1
1,69,6,593.92,1
1,24,3,1435,4
0,40,4,1198.4,4
1,45,2,410.99,4
1,36,2,1746.7,1
1,29,8,1209.9,1
1,39,3,237.9,4
1,39,5,470.47,1
0,20,6,2142.8,4
0,30,1,174.69,2
0,33,4,443.32,2
1,53,1,82.538,4
1,61,4,919.71,1
1,51,1,531.33,1
1,58,6,223.23,1
0,50,3,2288.9,4
0,43,2,34.377,2
1,48,2,671.28,1
0,63,1,299.4,2
1,45,3,640.22,3
0,43,8,1593.3,3
0,58,4,1703.2,4
0,20,3,1693,3
1,29,1,266.69,3
1,37,8,936.74,1
0,43,6,370.01,2
0,64,8,136.49,2
