,in-store,age,items,amount,region
36754,0,25,2,2249.0,4
36755,1,46,2,449.49,4
36756,0,54,5,1883.0,4
36757,1,58,4,297.71,1
36758,0,56,2,1264.4,4
36759,0,56,2,2777.3,3
36760,1,37,3,124.71,3
36761,0,21,5,311.2,3
36762,1,51,3,95.865,3
36763,1,20,7,408.63,4
36764,1,51,4,121.62,1
36765,0,32,7,447.47,2
36766,0,35,2,441.08,2
36767,0,45,8,205.25,2
36768,1,20,2,1545.7,4
36769,1,38,8,165.95,4
36770,1,72,2,78.244,1
36771,1,30,8,1528.6,1
36772,0,74,2,243.84,2
36773,0,65,2,148.15,2
36774,1,41,1,143.22,3
36775,0,29,2,17.678,2
36776,0,51,1,399.11,2
36777,0,45,6,551.74,4
36778,0,81,5,91.416,2
36779,0,42,3,2290.9,4
36780,1,28,4,1640.8,4
36781,0,31,2,1105.7,4
36782,0,39,2,857.6,3
36783,1,44,4,419.32,3
36784,1,72,2,535.17,3
36785,0,29,5,95.594,2
36786,0,52,2,2589.2,3
36787,1,23,4,616.37,4
36788,1,53,2,681.68,3
36789,0,76,2,84.85,2
36790,0,77,8,220.38,2
36791,1,72,5,978.4,3
36792,1,47,5,1924.5,4
36793,1,19,4,1908.8,4
36794,0,43,6,338.94,2
36795,0,36,6,314.53,2
36796,1,58,1,602.49,1
36797,0,28,3,218.39,4
36798,1,29,8,261.09,3
36799,0,41,2,1857.7,3
36800,1,63,5,722.62,1
36801,1,48,6,795.1,4
36802,0,62,8,102.13,2
36803,0,25,4,300.54,4
36804,0,56,1,188.29,3
36805,0,36,8,852.37,4
36806,0,49,3,366.86,3
36807,1,34,1,403.25,1
36808,1,47,2,1347.1,1
36809,0,51,3,2082.8,3
36810,1,25,6,546.03,3
36811,0,73,2,414.82,2
36812,0,43,3,115.09,2
36813,0,35,5,342.9,2
36814,0,41,4,2525.9,3
36815,1,44,7,343.57,1
36816,1,25,2,180.36,1
36817,1,50,7,747.99,1
36818,0,71,4,195.81,2
36819,0,51,3,1682.9,4
36820,0,38,2,7.9494,2
36821,1,33,8,816.49,1
36822,1,25,3,1183.9,4
36823,0,44,7,2759.1,4
36824,0,21,5,116.23,4
36825,0,76,3,125.27,2
36826,1,43,8,626.38,3
36827,1,46,6,1625.7,4
36828,0,30,5,1715.4,4
36829,0,20,2,235.78,3
36830,0,38,6,2878.2,4
36831,0,52,4,123.42,2
36832,0,39,4,326.56,4
36833,1,28,3,85.87100000000001,3
36834,0,27,7,2944.4,4
36835,1,74,3,284.83,3
36836,1,40,2,627.26,4
36837,0,51,5,1018.5,4
36838,1,31,7,1034.7,1
36839,0,55,2,493.59,2
36840,0,62,7,103.2,2
36841,0,42,5,431.56,2
36842,0,34,2,1030.0,4
36843,0,45,3,264.26,4
36844,1,24,1,1526.4,4
36845,1,60,5,949.2,3
36846,1,33,8,1271.8,4
36847,0,35,5,1582.7,3
36848,1,19,8,482.8,1
36849,0,32,6,890.87,4
36850,0,47,7,184.2,3
36851,1,32,4,303.66,3
36852,1,44,8,827.24,4
36853,1,39,3,165.39,1
36854,1,24,4,1793.8,4
36855,0,78,2,423.37,2
36856,0,66,5,154.73,2
36857,0,19,5,1774.2,3
36858,1,37,7,764.29,1
36859,0,53,7,1682.5,3
36860,1,24,3,468.94,4
36861,1,44,7,215.45,4
36862,1,24,7,92.712,1
36863,1,53,8,560.24,1
36864,0,52,3,310.53,2
36865,0,23,3,622.63,3
36866,1,62,5,380.58,3
36867,0,21,5,2569.6,3
36868,1,47,4,655.1,3
36869,1,61,3,206.5,3
36870,0,77,5,439.18,2
36871,0,63,6,252.08,2
36872,1,72,2,766.66,3
36873,0,19,2,2212.7,4
36874,0,44,7,309.17,2
36875,0,50,8,192.03,2
36876,0,71,1,430.61,2
36877,0,37,1,828.41,4
36878,0,39,2,61.345,2
36879,1,35,7,429.83,1
36880,0,73,4,397.46,2
36881,0,26,5,292.61,3
36882,0,78,5,177.18,2
36883,1,50,2,113.91,1
36884,1,54,1,1814.9,4
36885,1,73,4,438.53,1
36886,1,27,6,1125.4,4
36887,0,53,4,481.24,2
36888,0,40,6,2446.3,4
36889,1,44,6,1634.6,1
36890,0,28,7,2315.5,4
36891,0,60,5,377.52,2
36892,0,37,5,2881.3,3
36893,0,33,5,262.96,2
36894,1,49,3,1168.1,4
36895,0,32,7,146.85,2
36896,0,26,8,2586.3,3
36897,0,27,5,1600.1,3
36898,0,30,8,2321.7,4
36899,0,52,2,2054.6,3
36900,0,47,2,21.261,2
36901,0,63,3,774.58,4
36902,0,55,7,2624.3,4
36903,0,54,8,309.18,2
36904,1,36,3,183.05,3
36905,0,47,6,451.72,2
36906,1,20,3,799.55,4
36907,0,30,6,1824.0,4
36908,0,40,7,166.55,2
36909,0,21,5,2983.4,4
36910,1,55,2,569.92,3
36911,0,57,2,1355.7,4
36912,0,45,6,244.1,2
36913,0,28,5,2047.1,4
36914,1,34,2,266.17,3
36915,1,74,1,64.289,1
36916,0,46,2,2845.9,4
36917,1,28,5,115.44,3
36918,0,22,4,359.37,3
36919,1,49,3,58.47,1
36920,0,49,3,1105.1,4
36921,1,48,3,877.81,3
36922,1,37,3,1707.6,4
36923,1,54,7,542.45,1
36924,1,31,5,854.94,3
36925,0,32,4,407.77,2
36926,0,21,7,2902.6,3
36927,0,55,2,2521.9,3
36928,0,62,5,1951.8,3
36929,0,61,1,104.82,2
36930,1,40,3,220.66,1
36931,0,80,3,137.77,2
36932,1,23,4,349.51,4
36933,0,24,7,730.24,4
36934,0,72,4,290.57,2
36935,1,74,8,267.78,1
36936,0,27,2,553.03,4
36937,0,60,6,580.59,4
36938,1,38,4,1455.6,1
36939,0,22,3,2651.5,4
36940,0,72,4,269.11,2
36941,1,40,5,666.4,3
36942,1,68,2,736.72,1
36943,1,63,7,220.49,3
36944,0,83,4,264.92,2
36945,0,41,5,328.32,2
36946,1,39,3,1392.5,4
36947,1,46,4,710.77,3
36948,0,64,3,406.07,2
36949,0,75,1,223.44,2
36950,1,39,2,1046.0,1
36951,1,37,2,1574.7,4
36952,1,26,7,1645.9,4
36953,0,47,5,287.26,2
36954,0,61,5,2187.2,4
36955,1,40,4,98.87100000000001,1
36956,1,36,5,1520.3,4
36957,1,58,1,471.36,1
36958,1,24,4,915.72,1
36959,1,63,7,155.59,3
36960,1,29,7,1733.4,4
36961,0,70,1,312.89,2
36962,1,41,7,716.52,3
36963,0,80,6,98.897,2
36964,0,36,6,266.54,3
36965,0,61,6,760.21,4
36966,1,33,7,192.15,4
36967,1,26,7,1142.3,1
36968,0,51,7,439.04,4
36969,1,38,2,72.208,3
36970,0,58,5,1153.0,4
36971,0,60,3,14.41,2
36972,1,48,6,980.91,3
36973,0,60,8,2469.0,4
36974,0,63,3,308.82,2
36975,1,35,8,655.38,1
36976,1,58,1,468.19,3
36977,1,43,2,477.91,4
36978,1,73,6,709.21,3
36979,0,49,4,281.0,2
36980,0,24,7,626.89,4
36981,1,56,2,632.93,1
36982,1,46,4,1338.2,4
36983,0,25,1,502.9,3
36984,1,34,7,730.18,4
36985,0,37,7,521.85,4
36986,0,55,4,596.82,4
36987,1,58,2,273.84,1
36988,0,48,8,62.207,2
36989,0,81,6,92.429,2
36990,1,57,5,679.51,1
36991,0,67,1,188.92,2
36992,0,40,4,115.08,2
36993,1,27,2,892.01,1
36994,0,54,1,68.375,2
36995,0,76,7,289.15,2
36996,0,70,4,74.954,2
36997,1,23,2,742.94,4
36998,0,59,5,221.47,4
36999,1,71,4,606.04,3
37000,1,67,3,959.45,1
37001,1,34,1,1890.5,4
37002,0,23,7,1831.1,3
37003,0,39,2,193.5,2
37004,0,68,3,71.595,2
37005,1,40,6,1433.6,1
37006,0,52,5,351.26,2
37007,0,34,3,206.94,2
37008,1,52,2,81.319,4
37009,0,37,2,2922.2,4
37010,1,51,6,900.53,1
37011,1,42,3,1111.6,4
37012,1,39,1,248.57,4
37013,1,26,8,615.1,1
37014,1,33,7,1601.0,1
37015,1,56,2,613.87,1
37016,1,25,4,330.17,4
37017,1,32,3,900.0,4
37018,1,32,4,1902.7,4
37019,0,34,7,215.27,3
37020,0,28,2,448.21,2
37021,1,47,4,589.59,1
37022,0,57,6,344.69,2
37023,1,27,6,336.8,1
37024,1,27,8,307.51,4
37025,0,36,3,281.33,4
37026,1,40,4,908.63,3
37027,1,41,4,1920.1,4
37028,0,62,6,2806.6,3
37029,1,25,7,629.39,1
37030,1,52,1,889.63,1
37031,1,20,7,617.12,1
37032,0,47,2,2368.4,3
37033,0,30,2,1638.6,3
37034,1,43,4,85.662,3
37035,1,43,7,942.69,1
37036,0,46,6,1238.0,4
37037,0,51,5,2701.9,4
37038,0,62,7,456.07,2
37039,1,73,3,59.11600000000001,3
37040,1,60,5,644.23,1
37041,1,45,4,237.49,4
37042,0,29,4,219.89,2
37043,0,52,7,1487.4,3
37044,0,23,4,1544.6,4
37045,0,21,4,852.64,3
37046,1,35,3,748.46,1
37047,0,46,5,362.99,3
37048,1,25,7,1717.4,1
37049,1,39,7,625.39,4
37050,1,43,3,255.05,1
37051,0,67,7,32.484,2
37052,0,83,6,435.84,2
37053,1,36,3,350.67,3
37054,1,41,3,189.05,3
37055,0,53,5,2975.2,4
37056,1,23,8,892.85,4
37057,1,39,5,753.43,4
37058,1,52,4,281.98,1
37059,0,60,2,469.17,2
37060,1,39,3,258.23,1
37061,1,34,8,1865.2,4
37062,0,69,6,180.62,2
37063,0,66,5,343.1,2
37064,0,30,6,363.88,2
37065,0,48,7,103.52,2
37066,1,45,2,215.66,1
37067,1,39,7,255.3,3
37068,0,28,6,98.572,2
37069,0,25,8,1524.7,4
37070,0,19,4,232.33,4
37071,1,24,1,805.55,3
37072,1,59,2,393.35,1
37073,0,45,3,229.83,2
37074,0,45,7,258.11,2
37075,1,61,5,483.46,1
37076,0,54,5,632.8,4
37077,0,69,2,206.04,2
37078,1,33,1,799.49,1
37079,0,53,2,188.96,2
37080,0,18,4,725.3,3
37081,0,18,6,571.67,4
37082,1,43,7,297.88,3
37083,0,30,5,159.13,2
37084,0,56,8,159.9,2
37085,1,51,3,646.22,4
37086,0,42,6,488.87,2
37087,0,61,5,355.17,2
37088,1,19,6,69.598,1
37089,0,39,6,286.13,2
37090,1,48,4,243.54,4
37091,1,54,3,1837.2,4
37092,0,57,8,2175.8,4
37093,0,21,7,1106.0,4
37094,1,34,5,1967.1,1
37095,0,29,3,1073.5,4
37096,0,61,7,2954.7,4
37097,1,22,7,1104.7,1
37098,1,36,2,63.496,4
37099,1,52,4,218.57,4
37100,1,22,5,946.04,4
37101,0,18,4,674.4,4
37102,0,31,2,1568.1,4
37103,0,46,7,177.94,2
37104,1,69,4,322.48,1
37105,1,30,3,1919.0,1
37106,0,71,3,8.4743,2
37107,1,47,7,836.08,4
37108,0,61,8,200.01,2
37109,1,31,4,1443.5,4
37110,1,48,3,1185.1,4
37111,0,64,2,283.51,2
37112,0,40,4,167.5,2
37113,0,50,1,2654.0,3
37114,0,47,2,1214.3,3
37115,0,67,5,457.91,2
37116,0,76,3,87.99799999999999,2
37117,1,63,4,649.53,3
37118,1,27,3,1520.1,1
37119,0,40,3,1701.2,4
37120,0,57,2,2470.5,4
37121,0,53,3,487.86,2
37122,1,34,7,219.44,3
37123,1,53,3,392.27,1
37124,0,84,4,120.78,2
37125,0,52,1,1359.2,3
37126,1,29,7,255.93,1
37127,0,35,7,182.03,2
37128,0,34,3,321.79,2
37129,1,24,7,1969.8,1
37130,0,42,2,1813.0,3
37131,0,52,4,2860.8,3
37132,1,47,4,570.28,4
37133,0,56,2,915.85,3
37134,0,56,4,1264.4,4
37135,1,21,3,505.86,4
37136,1,40,4,901.47,3
37137,1,39,1,928.92,3
37138,1,33,6,714.27,3
37139,1,70,7,270.88,1
37140,0,76,2,36.805,2
37141,1,27,4,871.88,1
37142,0,29,7,324.93,2
37143,0,56,6,386.71,2
37144,1,25,2,483.67,4
37145,1,48,2,519.05,1
37146,0,56,5,77.718,2
37147,0,33,7,1919.1,3
37148,1,26,5,694.38,4
37149,0,47,3,1579.3,4
37150,0,48,5,498.16,2
37151,1,46,5,815.92,4
37152,1,44,3,357.82,1
37153,0,40,6,1128.0,4
37154,0,44,7,407.74,2
37155,0,28,6,1298.3,4
37156,0,23,4,2316.8,3
37157,0,51,5,2033.8,3
37158,1,41,4,742.9,4
37159,1,27,3,1085.6,4
37160,0,32,4,244.78,4
37161,1,44,4,932.47,1
37162,1,34,6,1454.6,4
37163,0,31,5,401.05,2
37164,1,34,5,84.064,1
37165,1,38,5,789.32,1
37166,0,30,2,416.33,4
37167,1,41,6,1947.7,4
37168,1,54,2,1019.5,4
37169,0,22,2,514.02,3
37170,0,34,7,461.77,2
37171,1,35,5,1320.2,1
37172,0,35,4,964.47,4
37173,1,25,2,383.83,4
37174,0,24,2,478.1,3
37175,0,52,4,300.12,2
37176,0,48,6,684.88,4
37177,0,44,3,2898.1,4
37178,1,34,2,968.9,4
37179,0,56,7,389.83,2
37180,1,39,1,1873.0,4
37181,0,54,6,464.58,2
37182,0,44,8,240.19,2
37183,0,45,4,555.5,4
37184,0,36,3,696.45,4
37185,1,49,3,982.0,4
37186,1,49,2,1743.4,4
37187,1,24,5,1402.8,4
37188,1,31,5,1668.9,1
37189,1,36,8,1508.9,1
37190,0,62,3,2177.7,3
37191,0,30,2,158.72,2
37192,0,73,3,422.23,2
37193,1,27,4,1310.3,4
37194,0,28,4,1559.9,4
37195,1,48,2,1422.3,4
37196,1,48,2,460.6,3
37197,1,24,3,1556.9,4
37198,0,22,4,2957.9,4
37199,1,35,1,256.62,3
37200,0,82,2,99.34299999999999,2
37201,1,32,3,1726.4,1
37202,0,28,2,2163.7,4
37203,1,27,6,508.55,3
37204,0,43,1,982.76,3
37205,0,75,3,155.44,2
37206,1,28,6,1353.2,4
37207,1,35,7,597.3,1
37208,1,32,5,623.13,1
37209,1,33,5,1130.5,4
37210,0,44,6,279.05,4
37211,0,27,3,2627.7,3
37212,0,82,3,293.8,2
37213,1,43,6,514.17,4
37214,1,22,4,1004.2,4
37215,0,49,6,1113.3,4
37216,0,20,5,1540.2,3
37217,1,20,4,1519.5,1
37218,1,42,6,1694.4,4
37219,0,44,3,2505.9,3
37220,1,39,5,331.78,1
37221,1,65,6,751.39,1
37222,1,51,5,751.17,3
37223,0,61,2,407.82,2
37224,1,20,2,1384.8,1
37225,0,46,3,428.54,2
37226,0,50,4,1020.8,3
37227,1,23,6,826.42,4
37228,0,54,4,168.45,2
37229,1,46,3,1259.2,1
37230,0,63,5,367.42,2
37231,1,50,1,653.59,3
37232,1,47,1,1674.9,4
37233,0,63,2,176.07,2
37234,1,43,2,456.1,3
37235,0,49,7,2332.1,3
37236,1,51,4,1383.1,1
37237,1,44,6,447.37,3
37238,1,31,2,52.441,1
37239,1,44,4,511.04,3
37240,0,51,5,152.16,2
37241,1,73,2,760.74,1
37242,0,70,2,458.29,2
37243,0,61,5,2673.6,4
37244,1,29,6,108.05,4
37245,0,45,8,415.73,2
37246,0,42,6,1849.4,4
37247,1,49,3,499.05,1
37248,1,68,4,939.08,1
37249,1,35,5,472.95,3
37250,0,48,7,757.64,3
37251,0,48,5,214.28,2
37252,0,76,3,25.239,2
37253,1,26,7,473.72,4
37254,0,22,8,1132.8,3
37255,1,20,1,1360.8,4
37256,0,20,2,217.55,3
37257,1,73,8,781.86,1
37258,1,47,7,234.76,1
37259,0,58,4,768.65,3
37260,0,30,6,1959.5,3
37261,1,60,5,369.02,3
37262,1,54,8,1997.3,4
37263,0,78,5,127.38,2
37264,1,60,7,358.11,1
37265,0,62,2,50.855,2
37266,0,44,2,423.45,2
37267,1,44,2,213.88,3
37268,1,67,6,462.84,3
37269,0,39,6,1762.5,3
37270,1,48,4,830.88,1
37271,0,67,3,108.62,2
37272,1,51,4,487.59,4
37273,1,33,4,227.1,3
37274,0,29,3,90.01799999999999,2
37275,0,45,4,348.49,2
37276,0,58,3,530.27,4
37277,0,40,4,356.14,2
37278,1,50,4,670.79,3
37279,1,22,3,1154.6,4
37280,1,28,2,1345.5,4
37281,0,27,4,367.84,4
37282,1,33,5,657.64,1
37283,1,68,4,415.09,3
37284,1,21,7,1917.3,4
37285,0,19,5,1091.1,4
37286,1,48,8,945.76,3
37287,0,47,5,391.15,3
37288,1,20,3,1630.3,4
37289,1,51,3,1149.2,4
37290,1,63,3,506.8,1
37291,0,46,4,277.94,2
37292,1,72,1,635.87,1
37293,0,26,3,573.93,3
37294,0,41,5,145.78,2
37295,1,43,6,831.53,4
37296,0,54,2,184.9,4
37297,0,50,3,7.8554,2
37298,1,30,3,906.83,3
37299,0,50,6,2160.4,3
37300,1,25,3,700.28,1
37301,1,24,6,217.62,4
37302,0,31,3,1197.9,4
37303,0,33,1,1129.2,4
37304,0,32,4,2915.7,4
37305,0,44,7,512.95,4
37306,0,72,5,421.78,2
37307,0,58,6,189.49,2
37308,1,45,5,168.44,3
37309,0,81,4,112.28,2
37310,0,75,6,260.19,2
37311,1,33,6,821.47,3
37312,0,51,7,1613.6,4
37313,0,79,6,282.86,2
37314,0,63,2,2248.1,3
37315,0,50,3,2902.2,4
37316,0,53,4,582.32,3
37317,1,32,3,337.32,1
37318,1,56,6,213.43,1
37319,0,35,2,383.89,2
37320,1,72,3,378.71,1
37321,1,52,4,1828.4,1
37322,1,60,1,657.28,1
37323,0,78,2,111.24,2
37324,0,34,8,1277.2,4
37325,0,30,5,1120.0,4
37326,0,32,2,597.05,4
37327,1,52,5,768.65,1
37328,1,41,4,848.7,1
37329,0,46,1,243.05,2
37330,1,71,5,935.31,3
37331,0,36,6,212.91,3
37332,1,45,5,1473.0,4
37333,1,23,5,777.86,4
37334,0,59,3,2765.1,4
37335,1,54,2,369.58,1
37336,0,49,6,1411.9,4
37337,0,33,3,186.8,4
37338,0,60,7,2669.1,4
37339,0,61,4,2499.2,4
37340,1,37,7,588.9,3
37341,1,46,4,539.19,4
37342,1,57,3,538.41,3
37343,0,44,5,2856.8,4
37344,0,73,4,163.53,2
37345,0,44,6,201.03,2
37346,1,27,7,955.38,1
37347,1,30,5,1162.2,1
37348,1,33,5,1646.2,1
37349,0,32,3,483.59,2
37350,1,34,5,1309.8,4
37351,1,51,2,984.02,4
37352,0,34,7,84.29,2
37353,1,51,1,479.79,4
37354,0,42,3,2353.4,3
37355,1,52,7,1797.8,4
37356,1,53,4,782.41,3
37357,0,40,3,274.41,2
37358,1,19,4,277.43,1
37359,0,72,6,266.51,2
37360,1,46,1,173.66,1
37361,1,54,4,1863.3,4
37362,1,72,4,82.084,1
37363,1,54,7,636.48,3
37364,0,62,2,2214.8,4
37365,1,38,1,1992.3,4
37366,1,51,7,1333.7,4
37367,1,26,4,756.57,1
37368,0,54,3,159.59,2
37369,0,65,5,336.71,2
37370,1,31,7,992.26,1
37371,1,31,3,389.2,3
37372,1,33,6,1241.8,1
37373,1,33,1,315.09,1
37374,0,54,8,1617.3,4
37375,1,62,6,557.81,1
37376,1,51,8,431.81,3
37377,0,52,6,1375.5,3
37378,1,44,8,1377.1,1
37379,0,41,1,331.72,2
37380,0,62,1,275.56,2
37381,0,22,5,729.83,4
37382,0,77,5,305.43,2
37383,1,44,7,1089.2,4
37384,1,30,6,315.29,4
37385,0,33,4,283.48,2
37386,1,64,7,682.54,1
37387,0,24,7,1359.7,3
37388,1,44,1,145.08,4
37389,1,71,1,887.92,3
37390,0,68,5,26.195999999999998,2
37391,0,28,1,2585.8,4
37392,0,43,3,113.25,2
37393,1,43,4,963.92,3
37394,0,76,1,279.61,2
37395,0,54,2,1472.9,4
37396,0,60,2,466.91,2
37397,0,28,3,1160.6,3
37398,1,53,3,105.52,1
37399,0,65,7,267.7,2
37400,1,58,3,722.54,1
37401,1,36,5,247.35,1
37402,1,29,5,1445.2,1
37403,1,49,2,325.88,1
37404,0,42,4,298.67,4
37405,1,34,4,1058.2,4
37406,1,67,5,290.58,3
37407,0,68,4,260.26,2
37408,1,66,4,396.52,3
37409,1,32,1,1448.4,1
37410,0,35,6,1487.9,4
37411,0,30,6,223.07,2
37412,0,50,5,1324.5,3
37413,1,39,5,1056.2,4
37414,0,38,4,888.22,4
37415,1,52,8,130.29,3
37416,1,38,5,1998.0,4
37417,0,60,6,272.23,4
37418,0,81,5,14.167,2
37419,1,50,2,568.27,4
37420,1,30,2,1656.3,4
37421,0,74,4,53.196000000000005,2
37422,1,27,3,659.16,4
37423,0,39,5,2581.2,4
37424,0,25,2,1925.6,4
37425,1,59,5,263.65,3
37426,1,53,8,85.91,3
37427,0,60,5,347.95,2
37428,0,30,3,350.93,4
37429,1,37,2,1443.9,4
37430,1,66,4,510.89,1
37431,0,47,4,44.253,2
37432,1,32,3,1809.1,1
37433,0,40,6,2573.1,3
37434,0,65,3,324.62,2
37435,0,55,4,188.25,2
37436,1,26,3,1392.1,1
37437,0,20,2,2358.3,3
37438,1,41,3,805.59,3
37439,1,36,7,1000.9,1
37440,1,46,1,841.45,3
37441,0,43,5,1492.1,4
37442,0,23,7,794.63,3
37443,1,39,1,659.97,1
37444,0,42,6,300.04,4
37445,0,56,2,466.27,4
37446,0,55,4,185.45,2
37447,0,43,5,419.91,2
37448,1,44,7,1646.4,4
37449,1,29,3,760.97,4
37450,0,33,5,1924.0,3
37451,0,43,1,126.96,2
37452,0,77,6,110.14,2
37453,1,44,2,1978.8,4
37454,0,39,7,2579.3,4
37455,0,71,3,265.05,2
37456,1,71,8,306.1,1
37457,0,49,4,462.44,2
37458,0,37,1,1692.8,4
37459,1,36,4,604.87,4
37460,0,60,8,540.9,3
37461,1,25,2,355.49,1
37462,0,77,1,103.65,2
37463,1,36,5,245.67,1
37464,0,55,2,1198.5,3
37465,1,35,5,1393.6,4
37466,1,28,4,1643.2,4
37467,1,42,3,199.8,4
37468,1,57,4,337.13,3
37469,1,30,7,943.63,1
37470,0,32,4,2069.9,3
37471,0,74,8,321.49,2
37472,0,58,4,452.73,2
37473,1,40,6,274.7,3
37474,0,55,2,401.39,2
37475,1,39,6,1212.7,4
37476,0,40,6,1312.4,3
37477,0,41,2,1815.7,4
37478,1,33,8,1266.6,4
37479,1,21,7,1736.5,4
37480,0,34,1,194.63,2
37481,1,39,7,876.14,4
37482,1,43,5,1897.1,4
37483,1,53,6,217.02,4
37484,1,59,7,787.39,3
37485,1,47,1,589.34,4
37486,1,51,8,953.94,1
37487,0,59,8,875.89,4
37488,1,74,4,129.81,3
37489,1,73,8,176.68,3
37490,0,63,7,80.561,2
37491,1,45,6,1381.5,4
37492,0,21,7,1149.7,3
37493,0,53,5,2218.1,3
37494,1,44,4,199.49,1
37495,1,43,5,83.331,1
37496,1,42,7,821.1,3
37497,0,39,5,77.10300000000001,2
37498,0,37,8,2241.3,3
37499,1,19,6,480.82,1
37500,1,34,7,1923.5,1
37501,1,67,4,746.23,3
37502,1,69,7,982.33,3
37503,0,84,8,305.15,2
37504,1,64,2,677.38,1
37505,1,67,8,807.28,1
37506,0,34,7,491.56,2
37507,1,52,3,1674.2,4
37508,0,32,3,1554.5,3
37509,1,36,6,632.05,3
37510,0,31,4,310.33,2
37511,1,40,3,1439.9,4
37512,1,52,2,1658.3,1
37513,1,40,5,202.07,4
37514,0,39,8,2398.9,3
37515,0,78,4,491.09,2
37516,1,31,2,695.87,3
37517,1,72,6,181.37,1
37518,0,53,5,427.72,2
37519,0,26,7,1262.3,3
37520,1,57,6,229.77,1
37521,0,46,1,219.18,2
37522,1,45,5,1724.6,4
37523,1,46,5,906.24,1
37524,0,66,4,285.19,2
37525,0,60,6,168.24,2
37526,0,23,1,2832.8,4
37527,1,69,2,782.82,3
37528,1,24,4,484.97,1
37529,1,53,2,993.56,3
37530,1,66,3,736.64,3
37531,0,33,6,2788.3,3
37532,1,33,4,758.56,1
37533,1,66,4,352.05,1
37534,1,55,5,1426.7,4
37535,1,40,2,941.98,1
37536,1,59,8,997.41,3
37537,0,77,6,190.35,2
37538,0,55,1,465.09,4
37539,0,30,5,720.74,4
37540,1,47,1,440.85,4
37541,0,29,3,1090.7,3
37542,0,21,7,747.94,3
37543,1,22,7,889.36,1
37544,1,32,7,1208.5,4
37545,0,19,3,2237.7,4
37546,1,54,4,644.62,1
37547,1,65,5,365.23,3
37548,1,41,5,885.28,4
37549,0,62,2,1950.7,3
37550,0,29,3,1026.7,4
37551,1,37,1,598.22,1
37552,1,57,7,712.53,3
37553,1,31,5,276.79,1
37554,1,40,3,265.58,4
37555,1,61,2,254.23,1
37556,0,63,4,459.63,2
37557,1,50,6,205.2,1
37558,1,39,6,1460.4,4
37559,0,58,7,2700.4,4
37560,0,38,4,122.16,2
37561,1,51,2,718.2,1
37562,0,46,7,194.3,2
37563,1,27,7,259.94,4
37564,0,50,4,2243.7,3
37565,1,24,5,777.05,1
37566,1,56,3,976.47,1
37567,1,31,2,607.21,1
37568,0,49,6,2106.5,4
37569,1,28,5,714.05,3
37570,1,56,6,58.708,3
37571,0,19,6,2969.6,4
37572,0,36,2,1769.3,3
37573,1,54,6,201.01,1
37574,1,33,3,446.76,1
37575,0,63,3,257.3,2
37576,0,31,4,244.92,2
37577,0,63,6,31.513,2
37578,0,37,4,169.13,2
37579,0,51,7,704.4,3
37580,1,40,4,611.12,4
37581,0,21,5,1358.1,4
37582,1,34,8,740.05,4
37583,1,45,5,167.03,3
37584,1,48,2,70.527,3
37585,0,68,6,209.25,2
37586,0,20,8,815.15,4
37587,1,46,7,319.51,1
37588,1,68,8,958.45,1
37589,0,36,7,1479.4,4
37590,0,81,7,199.82,2
37591,0,26,3,2946.0,3
37592,1,23,4,741.94,1
37593,1,48,7,561.87,4
37594,1,25,3,104.98,1
37595,1,45,6,844.95,1
37596,0,73,7,190.8,2
37597,0,66,4,211.56,2
37598,1,47,5,1175.3,1
37599,0,41,5,2358.4,4
37600,0,54,4,397.18,2
37601,1,36,5,1111.6,4
37602,0,39,1,466.54,4
37603,0,76,2,470.07,2
37604,0,53,4,297.65,2
37605,0,59,7,43.056999999999995,2
37606,1,28,3,268.88,1
37607,0,36,3,187.06,2
37608,1,39,2,878.35,4
37609,1,29,5,614.11,3
37610,0,81,4,185.16,2
37611,1,54,5,216.33,1
37612,0,40,5,131.69,2
37613,1,51,2,67.289,1
37614,1,37,1,1956.8,4
37615,0,20,7,1800.4,4
37616,1,35,3,265.9,1
37617,0,29,7,159.7,2
37618,0,72,3,419.57,2
37619,0,23,3,564.84,4
37620,0,19,3,851.24,4
37621,0,75,1,432.3,2
37622,1,51,4,615.26,3
37623,0,25,4,1672.7,4
37624,0,62,6,2940.7,3
37625,1,66,3,387.08,1
37626,0,60,8,149.58,2
37627,1,49,4,1170.3,4
37628,0,65,4,187.48,2
37629,0,44,4,1684.9,3
37630,0,35,4,205.69,2
37631,0,66,7,473.61,2
37632,0,62,8,1936.6,4
37633,0,45,2,1634.5,4
37634,0,66,5,155.93,2
37635,1,54,3,1413.6,1
37636,1,72,6,723.16,1
37637,1,38,8,1696.0,4
37638,1,48,4,53.716,1
37639,0,77,5,296.4,2
37640,1,48,3,1719.1,1
37641,0,62,3,191.21,2
37642,1,32,4,1909.8,4
37643,1,46,4,590.01,1
37644,0,62,4,462.78,2
37645,1,37,4,1842.2,1
37646,1,45,3,611.28,1
37647,0,19,3,2575.0,3
37648,0,77,2,44.551,2
37649,0,41,3,650.51,4
37650,0,26,2,1875.9,3
37651,0,36,6,376.06,2
37652,0,36,6,1711.3,4
37653,0,62,2,68.844,2
37654,1,40,6,460.49,4
37655,1,52,7,936.27,3
37656,1,31,5,288.11,4
37657,1,69,7,783.76,3
37658,1,21,3,1352.2,4
37659,0,19,6,2722.3,3
37660,0,44,6,295.17,2
37661,1,69,3,837.77,3
37662,1,40,5,119.33,1
37663,0,27,1,2935.2,4
